SRR15323735	SRR15323736	SRR15323737	SRR15323738	SRR15323739	SRR15323740	SRR15323741	SRR15323742	SRR15323743	SRR15323744	SRR15323745	SRR15323746	SRR15323747	SRR15323748	SRR15323749	SRR15323750	SRR15323751
ENSG00000250834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250842	0	0	4	1	0	0	1	1	0	9	0	0	18	40	4	12	10
ENSG00000250844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250846	1	0	0	0	0	0	6	1	0	0	0	0	17	0	0	0	0
ENSG00000250847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250848	7	9	3	21	1	3	6	10	1	7	8	3	14	7	9	3	3
ENSG00000250850	2	5	1	1	1	2	0	1	0	1	0	0	2	0	0	0	2
ENSG00000250853	14	18	10	19	8	6	17	11	6	22	13	3	19	13	11	6	15
ENSG00000250855	10	8	5	11	6	7	7	2	4	7	8	2	11	7	2	0	0
ENSG00000250857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250859	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250860	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250862	0	0	0	0	0	0	2	7	0	0	1	0	0	0	1	0	3
ENSG00000250863	14	44	10	45	50	10	55	65	23	28	13	1	26	14	22	9	14
ENSG00000250865	3	2	2	5	1	2	5	2	0	2	0	0	3	2	1	1	0
ENSG00000250866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250869	130	457	104	537	89	129	225	191	113	124	91	17	180	97	58	30	42
ENSG00000250874	0	0	1	11	0	0	0	0	0	0	0	0	0	0	1	0	1
ENSG00000250877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250878	3	1	5	8	3	4	1	4	3	1	0	2	0	0	5	0	7
ENSG00000250882	8	4	1	7	1	4	4	2	2	0	1	0	0	2	1	1	2
ENSG00000250884	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ENSG00000250885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250888	0	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250891	0	4	1	2	1	4	3	15	2	0	1	0	1	35	1	45	14
ENSG00000250892	1	0	0	2	0	0	0	2	1	1	0	0	0	0	0	0	0
ENSG00000250893	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000250894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250896	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1
ENSG00000250897	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000250899	12	11	3	124	1	4	11	7	1	1	2	0	54	14	3	11	3
ENSG00000250900	3	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
ENSG00000250902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250903	150	323	120	318	71	138	113	237	97	85	116	57	676	108	93	70	108
ENSG00000250905	1	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250908	1	3	0	3	0	3	3	4	0	2	2	0	1	0	2	0	0
ENSG00000250909	1	2	3	5	3	1	0	0	2	3	0	0	2	2	1	2	0
ENSG00000250910	6	14	1	19	3	1	11	9	9	1	8	0	9	9	8	2	5
ENSG00000250913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250914	0	0	0	1	0	3	0	0	0	0	0	0	0	0	1	0	2
ENSG00000250915	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ENSG00000250917	7	4	4	23	1	2	3	2	1	0	1	1	14	6	3	4	3
ENSG00000250919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250923	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000250927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250929	0	2	0	1	2	0	0	0	1	0	0	0	1	0	0	0	0
ENSG00000250930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250933	31	155	37	8	16	11	53	4	18	4	22	7	3	0	7	4	0
ENSG00000250934	22	71	17	77	75	23	36	54	17	12	11	4	70	25	11	13	15
ENSG00000250938	17	21	30	164	32	20	33	37	30	8	6	0	39	14	14	5	18
ENSG00000250939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250940	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	1	1
ENSG00000250942	0	0	6	0	0	0	0	1	0	1	2	0	0	1	1	2	1
ENSG00000250945	21	77	10	75	25	25	32	70	23	30	24	7	44	26	15	16	16
ENSG00000250946	2	0	0	0	2	0	0	1	2	0	0	0	0	0	0	0	0
ENSG00000250947	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250948	2	2	0	3	0	0	1	1	3	0	1	0	1	0	2	0	0
ENSG00000250949	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250950	44	89	15	116	21	45	64	62	13	20	35	8	42	42	38	26	11
ENSG00000250951	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ENSG00000250954	17	23	4	38	8	9	11	15	12	9	9	5	26	9	4	3	4
ENSG00000250955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250956	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0
ENSG00000250957	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	10
ENSG00000250958	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250959	2	0	2	2	0	0	1	0	0	0	0	1	2	0	3	1	1
ENSG00000250961	0	2	1	4	0	3	2	1	0	3	4	2	0	0	3	2	1
ENSG00000250962	2	4	1	4	0	0	2	3	1	5	1	0	12	2	4	1	1
ENSG00000250966	0	1	0	2	1	0	0	2	2	0	0	0	0	0	0	0	0
ENSG00000250968	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250969	0	0	0	1	12	0	1	0	1	1	0	0	3	0	0	0	0
ENSG00000250971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250972	0	2	0	0	0	2	1	0	0	0	0	0	3	1	0	0	0
ENSG00000250973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250974	21	38	14	43	5	14	16	25	6	6	1	0	5	18	13	9	19
ENSG00000250976	0	0	0	0	2	0	2	0	0	0	0	1	0	0	0	0	0
ENSG00000250977	0	1	15	55	5	0	6	0	0	1	0	0	1	0	1	1	0
ENSG00000250978	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250979	0	7	8	10	0	8	8	0	5	9	14	1	15	6	15	4	0
ENSG00000250980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250982	0	0	0	0	0	0	0	0	2	1	1	0	3	0	0	0	2
ENSG00000250983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250986	118	159	8	21	114	0	75	71	14	82	17	102	19	29	4	19	0
ENSG00000250988	11	0	3	10	3	4	9	3	6	2	6	0	26	9	2	3	7
ENSG00000250990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250992	10	43	4	501	4	5	22	116	7	5	4	0	8	4	4	2	7
ENSG00000250993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250994	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	2	0
ENSG00000250995	1	0	0	1	0	3	2	4	0	0	0	0	7	1	7	1	1
ENSG00000250997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250999	24	26	2	58	1	7	9	8	5	0	5	0	3	3	10	4	0
ENSG00000251000	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000251001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251002	328	700	209	1195	173	325	410	547	217	191	227	46	575	267	205	147	196
ENSG00000251003	2	3	2	11	0	2	3	5	4	2	2	0	4	2	1	1	0
ENSG00000251005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251009	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0
ENSG00000251010	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000251011	2	7	1	6	24	11	9	4	15	5	0	0	7	4	1	5	3
ENSG00000251012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251013	11	27	16	22	28	7	8	20	5	9	6	3	16	4	0	4	6
ENSG00000251014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251015	1	0	0	4	0	0	3	0	1	1	1	0	0	0	1	0	1
ENSG00000251017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251018	0	1	0	1	3	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000251019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251022	701	537	207	1177	311	261	338	223	259	318	295	119	613	397	254	504	117
ENSG00000251023	29	99	35	129	27	51	71	73	23	22	38	12	120	48	30	14	22
ENSG00000251025	0	0	1	2	1	12	1	1	0	2	0	0	0	1	1	0	0
ENSG00000251026	2	3	3	4	2	0	12	1	2	0	0	0	0	2	1	19	0
ENSG00000251027	2	0	0	2	0	0	2	1	1	0	0	0	2	0	0	0	0
ENSG00000251031	0	2	2	4	0	1	0	0	0	4	1	0	4	9	1	3	2
ENSG00000251032	1	0	2	1	0	2	1	2	2	3	0	0	6	0	1	0	1
ENSG00000251033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251034	8	23	2	43	10	15	29	29	9	14	13	1	32	7	10	3	10
ENSG00000251035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251038	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000251039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251040	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251046	10	33	6	24	4	5	7	26	3	6	5	1	6	13	14	6	3
ENSG00000251048	8	28	10	137	12	10	14	14	3	3	7	0	9	19	10	2	15
ENSG00000251049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251050	29	29	42	22	15	11	8	16	16	3	6	1	16	12	9	6	20
ENSG00000251051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251054	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
ENSG00000251055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251056	0	0	0	0	1	0	0	0	0	34	1	31	1	0	0	0	0
ENSG00000251058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251061	2	3	0	9	2	1	0	4	0	0	0	0	1	0	1	0	0
ENSG00000251062	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000251066	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251072	17	8	1	8	5	4	5	13	6	4	0	0	4	1	1	9	3
ENSG00000251073	0	1	0	0	0	0	0	0	1	20	14	8	0	0	0	1	0
ENSG00000251074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251075	0	22	0	40	0	2	9	0	0	0	0	0	6	0	0	0	0
ENSG00000251076	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0
ENSG00000251078	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000251079	41	275	31	79	13	43	46	74	42	57	13	16	52	68	48	19	7
ENSG00000251080	1	5	0	11	0	1	0	1	0	5	0	1	3	1	1	1	3
ENSG00000251081	2	3	1	1	0	2	2	0	0	0	0	0	2	4	0	3	0
ENSG00000251087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251090	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000251093	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000251095	9	32	8	156	21	27	20	95	13	4	10	2	38	12	5	4	10
ENSG00000251099	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000251101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251102	1	10	5	43	5	0	1	0	0	3	0	0	5	16	1	7	6
ENSG00000251105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251106	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000251107	1	2	4	52	0	0	1	3	0	0	0	0	0	0	2	0	0
ENSG00000251108	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0	1	0
ENSG00000251111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251123	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251125	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000251126	0	0	30	146	5	90	0	0	0	0	0	0	20	0	0	11	0
ENSG00000251127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251128	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
ENSG00000251131	3	12	8	37	0	1	9	3	4	0	4	3	4	5	5	1	0
ENSG00000251132	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251135	17	25	26	92	10	27	26	27	15	13	13	2	55	18	18	12	7
ENSG00000251136	1115	1896	574	3078	544	798	1338	1512	592	925	788	230	1788	863	721	379	404
ENSG00000251137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251138	40	93	82	204	20	43	57	63	36	23	34	12	113	43	31	13	15
ENSG00000251139	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0
ENSG00000251141	104	178	17	103	58	61	105	64	47	49	63	42	200	65	39	26	21
ENSG00000251142	0	4	1	3	0	0	0	0	0	0	4	0	8	0	0	3	0
ENSG00000251143	53	93	9	165	17	16	47	35	15	6	11	5	59	15	16	15	14
ENSG00000251144	0	0	2	3	0	0	1	0	0	0	0	0	0	0	0	7	1
ENSG00000251147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251148	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000251149	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
ENSG00000251151	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000251152	179	257	91	378	75	259	202	304	155	71	117	21	222	138	133	36	59
ENSG00000251154	3	0	0	0	0	0	3	0	0	0	0	0	5	2	0	0	0
ENSG00000251155	1	10	1	1	0	0	4	4	0	0	1	0	3	0	1	0	0
ENSG00000251158	0	6	0	0	0	0	0	0	0	0	0	0	0	7	0	2	0
ENSG00000251159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251161	19	22	4	29	2	4	13	7	9	7	12	4	11	2	0	4	1
ENSG00000251162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251163	0	1	1	13	0	0	0	1	0	0	1	0	0	1	0	0	0
ENSG00000251165	21	12	1	33	5	3	12	17	10	4	1	2	13	5	3	6	5
ENSG00000251166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251168	1	0	1	0	1	2	1	0	0	0	0	0	2	0	0	0	0
ENSG00000251169	3	8	3	8	2	3	6	5	2	0	1	0	5	2	2	0	2
ENSG00000251170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251173	6	14	0	15	0	7	20	16	6	3	6	0	17	6	0	3	0
ENSG00000251174	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251175	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1
ENSG00000251176	1	11	1	5	2	1	0	3	0	1	1	0	1	2	0	0	0
ENSG00000251177	2	1	1	1	1	0	2	0	0	0	0	0	2	0	0	1	0
ENSG00000251178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251179	1	2	1	8	0	1	6	0	0	1	1	0	8	1	2	1	1
ENSG00000251182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251183	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0
ENSG00000251184	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251185	2	1	0	9	0	0	3	8	1	0	0	0	7	1	0	0	1
ENSG00000251186	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0
ENSG00000251187	2	18	1	11	0	5	20	18	3	0	1	0	4	0	10	0	1
ENSG00000251188	55	115	0	22	14	12	41	17	10	31	16	3	49	0	4	0	0
ENSG00000251189	1	0	0	0	0	0	1	0	1	0	0	0	4	1	0	0	1
ENSG00000251191	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000251192	194	207	41	246	123	101	114	165	103	37	79	35	197	48	52	81	63
ENSG00000251193	2	1	1	0	0	4	0	0	1	0	1	0	2	2	0	0	0
ENSG00000251194	0	4	1	0	0	2	0	1	2	1	1	0	4	5	0	9	0
ENSG00000251195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251199	1	1	0	0	5	0	0	1	1	1	1	0	2	2	0	0	0
ENSG00000251200	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0
ENSG00000251201	50	17	30	54	44	21	20	23	71	28	28	17	12	28	6	29	23
ENSG00000251203	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000251204	0	0	4	17	11	2	1	0	0	0	0	0	0	2	2	0	0
ENSG00000251205	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0
ENSG00000251206	0	0	6	1	0	0	1	5	0	0	0	0	0	0	0	0	6
ENSG00000251209	3	7	1	54	4	3	8	12	3	0	14	0	8	2	6	2	5
ENSG00000251210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251211	4	0	1	7	5	0	0	1	2	0	0	0	0	1	0	2	0
ENSG00000251212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251214	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251215	4	4	0	0	0	0	0	0	0	2	0	0	3	1	3	0	0
ENSG00000251216	3	10	2	15	0	0	10	3	3	8	2	1	1	4	0	0	5
ENSG00000251218	2	2	0	3	0	0	0	2	0	0	0	0	4	0	1	2	0
ENSG00000251219	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000251220	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000251221	9	5	0	9	1	8	4	3	3	4	1	1	5	3	1	1	0
ENSG00000251223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251224	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
ENSG00000251226	5	0	0	0	7	0	0	1	0	0	3	0	0	1	1	1	0
ENSG00000251228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251229	1	15	3	16	2	5	2	6	5	1	1	0	4	2	1	1	2
ENSG00000251230	2	4	5	18	3	1	12	3	2	3	4	0	13	2	5	0	2
ENSG00000251234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251235	0	0	0	22	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000251236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251237	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000251239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251243	0	0	0	1	10	23	4	7	1	0	0	0	0	84	1	11	3
ENSG00000251244	18	16	0	16	12	7	0	14	2	4	13	0	13	2	0	2	2
ENSG00000251246	3	0	0	22	0	0	2	0	0	0	0	7	0	0	0	0	0
ENSG00000251247	195	227	55	250	101	106	124	121	98	99	114	56	274	59	45	69	46
ENSG00000251248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251249	15	21	18	86	12	24	12	9	6	5	7	3	65	12	3	14	7
ENSG00000251250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251252	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251253	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251254	1	3	0	4	3	1	1	5	1	0	0	0	3	0	3	0	0
ENSG00000251256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251257	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251258	0	0	0	0	3	0	0	4	3	0	0	0	1	1	0	0	0
ENSG00000251259	3	9	5	5	5	1	4	6	0	1	1	1	56	5	1	0	1
ENSG00000251260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251264	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000251266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251273	46	57	82	154	27	25	39	119	33	17	37	5	44	33	20	16	31
ENSG00000251276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251278	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000251279	52	65	27	80	18	27	40	40	28	17	21	11	98	25	20	26	27
ENSG00000251281	2	1	1	4	0	1	0	0	2	2	2	1	0	1	1	0	4
ENSG00000251283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251285	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000251286	1	0	0	2	0	0	0	0	0	0	1	0	1	1	0	0	0
ENSG00000251287	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0
ENSG00000251288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251292	0	0	1	1	0	0	1	0	0	2	2	0	0	0	0	0	0
ENSG00000251293	11	25	2	32	6	6	11	18	10	12	7	4	82	8	6	6	12
ENSG00000251294	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000251296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000251297	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
ENSG00000251298	3	15	5	14	6	0	9	4	2	1	2	2	21	5	0	3	4
ENSG00000251299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251301	18	46	7	83	25	33	28	35	23	4	14	4	21	14	9	3	7
ENSG00000251303	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
ENSG00000251306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251307	2	0	0	0	0	0	2	2	0	3	2	0	2	2	3	0	1
ENSG00000251308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251309	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0
ENSG00000251310	3	2	1	1	0	1	0	0	0	0	1	0	0	2	0	0	0
ENSG00000251311	2	0	0	7	0	1	12	5	0	0	1	0	2	0	0	0	1
ENSG00000251312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251313	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251314	12	16	5	48	1	17	11	11	30	4	5	1	9	14	10	3	4
ENSG00000251320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251321	0	0	2	3	0	13	0	1	0	3	17	2	0	235	0	0	0
ENSG00000251322	6	16	2	18	4	4	7	16	1	18	11	19	2	15	54	49	0
ENSG00000251323	53	55	27	113	51	40	72	69	31	34	27	11	52	55	14	17	27
ENSG00000251324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000251329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
